is_type,name,coord,district,address 
学校,黄墩初级中学,"118.119378,31.450098",含山县,安徽省马鞍山市含山县
学校,沈巷联合小学,"118.210384,31.511196",鸠江区,芜湖市鸠江区
学校,育苗幼儿园,"118.213139,31.492049",鸠江区,芜湖市鸠江区螺百乡中心小学南160米
学校,沈巷联合小学,"118.210384,31.511196",鸠江区,芜湖市鸠江区
学校,育苗幼儿园,"118.213139,31.492049",鸠江区,芜湖市鸠江区螺百乡中心小学南160米
学校,毛巷小学,"118.17401,31.573906",和县,024县道附近
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
学校,螺百镇丰圩小学,"118.184245,31.528367",鸠江区,安徽省芜湖市鸠江区
学校,芜湖市螺百中学,"118.214479,31.493401",鸠江区,安徽省芜湖市鸠江区X035
学校,铜闸初级中学,"118.141233,31.493827",含山县,安徽省马鞍山市含山县铜闸镇5-456号
学校,陶厂中学,"118.137212,31.601283",含山县,安徽省马鞍山市含山县
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
学校,毛巷小学,"118.17401,31.573906",和县,024县道附近
学校,南义乡初级中学,"118.217433,31.640335",和县,023县道附近
学校,陶厂中学,"118.137212,31.601283",含山县,安徽省马鞍山市含山县
学校,太基小学,"118.163215,31.519903",鸠江区,沈巷镇
学校,螺百镇丰圩小学,"118.184245,31.528367",鸠江区,安徽省芜湖市鸠江区
学校,和县功桥乡中心小学,"118.204573,31.573795",和县,功桥镇024县道西50米
学校,童乐双语幼儿园,"118.169366,31.364334",鸠江区,安徽省芜湖市鸠江区134乡道西50米
学校,新星幼儿园,"118.117434,31.354848",无为县,芜湖市无为县
学校,功桥乡新塘小学,"118.167078,31.544647",和县,安徽省马鞍山市和县035县道西50米
学校,和县功桥乡中心小学,"118.204573,31.573795",和县,功桥镇024县道西50米
学校,沈巷联合小学,"118.210384,31.511196",鸠江区,芜湖市鸠江区
学校,育苗幼儿园,"118.213139,31.492049",鸠江区,芜湖市鸠江区螺百乡中心小学南160米
学校,东堡小学,"118.20627,31.601756",和县,037县道附近
学校,和县功桥乡中心小学,"118.204573,31.573795",和县,功桥镇024县道西50米
学校,南义乡西陈小学,"118.188637,31.59658",和县,安徽省马鞍山市和县
学校,陶厂中学,"118.137212,31.601283",含山县,安徽省马鞍山市含山县
学校,和县功桥乡中心小学,"118.204573,31.573795",和县,功桥镇024县道西50米
学校,东堡小学,"118.20627,31.601756",和县,037县道附近
学校,祁首小学,"118.143767,31.567811",含山县,安徽省马鞍山市含山县
学校,沈巷联合小学,"118.210384,31.511196",鸠江区,芜湖市鸠江区
学校,张公中学,"118.184654,31.701194",含山县,安徽省马鞍山市含山县
学校,南义乡初级中学,"118.217433,31.640335",和县,023县道附近
学校,张公中学,"118.184654,31.701194",含山县,安徽省马鞍山市含山县
学校,安徽省含山一中,"118.120463,31.725054",含山县,安徽省马鞍山市含山县环峰镇环峰东路132号
学校,陶厂中学,"118.137212,31.601283",含山县,安徽省马鞍山市含山县
学校,祁首小学,"118.143767,31.567811",含山县,安徽省马鞍山市含山县
学校,南义乡西陈小学,"118.188637,31.59658",和县,安徽省马鞍山市和县
学校,毛巷小学,"118.17401,31.573906",和县,024县道附近
学校,南义乡初级中学,"118.217433,31.640335",和县,023县道附近
学校,东堡小学,"118.20627,31.601756",和县,037县道附近
学校,南义乡西陈小学,"118.188637,31.59658",和县,安徽省马鞍山市和县
学校,张公中学,"118.184654,31.701194",含山县,安徽省马鞍山市含山县
学校,安徽省含山一中,"118.120463,31.725054",含山县,安徽省马鞍山市含山县环峰镇环峰东路132号
学校,枣林小学,"118.216537,31.697898",和县,安徽省马鞍山市和县
学校,安徽移动希望小学,"118.203765,31.712436",含山县,安徽省马鞍山市含山县
学校,环峰小学,"118.117034,31.726889",含山县,鼓楼街80号
学校,安徽移动希望小学,"118.203765,31.712436",含山县,安徽省马鞍山市含山县
学校,东堡小学,"118.20627,31.601756",和县,037县道附近
学校,螺百镇丰圩小学,"118.184245,31.528367",鸠江区,安徽省芜湖市鸠江区
学校,祁首小学,"118.143767,31.567811",含山县,安徽省马鞍山市含山县
学校,张桥小学,"118.18468,31.725815",和县,安徽省马鞍山市和县026县道西50米张桥小学附近
学校,含山县褒山初级中学,"118.149381,31.753395",含山县,安徽省马鞍山市含山县
学校,环峰小学,"118.117034,31.726889",含山县,鼓楼街80号
学校,合利达职业培训学校,"118.119019,31.701034",含山县,安徽省马鞍山市含山县
学校,含山县褒山初级中学,"118.149381,31.753395",含山县,安徽省马鞍山市含山县
学校,安徽省含山一中,"118.120463,31.725054",含山县,安徽省马鞍山市含山县环峰镇环峰东路132号
学校,含山县褒山初级中学,"118.149381,31.753395",含山县,安徽省马鞍山市含山县
学校,安徽省含山一中,"118.120463,31.725054",含山县,安徽省马鞍山市含山县环峰镇环峰东路132号
学校,智果小学,"118.190431,31.746458",和县,安徽省马鞍山市和县
学校,枣林小学,"118.216537,31.697898",和县,安徽省马鞍山市和县
学校,含山县环峰第二小学,"118.117928,31.721218",含山县,安徽省含山县环峰镇攀桂街115号
学校,安徽移动希望小学,"118.203765,31.712436",含山县,安徽省马鞍山市含山县
学校,含山县环峰第二小学,"118.117928,31.721218",含山县,安徽省含山县环峰镇攀桂街115号
学校,智果小学,"118.190431,31.746458",和县,安徽省马鞍山市和县
学校,华阳小学,"118.148437,31.767741",含山县,安徽省马鞍山市含山县
学校,智果小学,"118.190431,31.746458",和县,安徽省马鞍山市和县
学校,张桥小学,"118.18468,31.725815",和县,安徽省马鞍山市和县026县道西50米张桥小学附近
学校,环峰小学,"118.117034,31.726889",含山县,鼓楼街80号
学校,张公中学,"118.184654,31.701194",含山县,安徽省马鞍山市含山县
学校,张桥小学,"118.18468,31.725815",和县,安徽省马鞍山市和县026县道西50米张桥小学附近
学校,六联小学,"118.21352,31.721288",含山县,安徽省马鞍山市含山县
学校,汇佳幼儿园,"118.119985,31.723832",含山县,安徽省马鞍山市含山县环峰东路148号
学校,枣林小学,"118.216537,31.697898",和县,安徽省马鞍山市和县
学校,六联小学,"118.21352,31.721288",含山县,安徽省马鞍山市含山县
学校,青春小学,"118.194125,31.783167",和县,安徽省马鞍山市和县
学校,环峰小学,"118.117034,31.726889",含山县,鼓楼街80号
学校,华阳小学,"118.148437,31.767741",含山县,安徽省马鞍山市含山县
学校,含山县环峰第二小学,"118.117928,31.721218",含山县,安徽省含山县环峰镇攀桂街115号
学校,祁门喜洋洋幼儿园,"118.188583,31.765486",含山县,安徽省马鞍山市含山县
学校,含山县褒山初级中学,"118.149381,31.753395",含山县,安徽省马鞍山市含山县
学校,青春小学,"118.194125,31.783167",和县,安徽省马鞍山市和县
学校,华阳小学,"118.148437,31.767741",含山县,安徽省马鞍山市含山县
学校,五季景苑幼儿园,"118.121888,31.73464",含山县,华阳东路与环城东路交叉口西50米
学校,祁门喜洋洋幼儿园,"118.188583,31.765486",含山县,安徽省马鞍山市含山县
学校,张桥小学,"118.18468,31.725815",和县,安徽省马鞍山市和县026县道西50米张桥小学附近
学校,安徽移动希望小学,"118.203765,31.712436",含山县,安徽省马鞍山市含山县
学校,祁门喜洋洋幼儿园,"118.188583,31.765486",含山县,安徽省马鞍山市含山县
学校,智果小学,"118.190431,31.746458",和县,安徽省马鞍山市和县
学校,青春小学,"118.194125,31.783167",和县,安徽省马鞍山市和县
学校,双山小学,"118.121748,31.849697",和县,安徽省马鞍山市和县
学校,四季花城幼儿园,"118.117601,31.740171",含山县,安徽省马鞍山市含山县望梅路东150米
学校,五季景苑幼儿园,"118.121888,31.73464",含山县,华阳东路与环城东路交叉口西50米
学校,万元小学,"118.149952,31.86765",和县,安徽省马鞍山市和县
学校,善厚中心小学,"118.158182,31.884885",和县,安徽省马鞍山市和县善厚街道
学校,双山小学,"118.121748,31.849697",和县,安徽省马鞍山市和县
学校,善厚镇爱心小学附属幼儿园,"118.161631,31.884745",和县,安徽省马鞍山市和县富民大道西150米
学校,善厚中学,"118.16261,31.885797",和县,安徽省马鞍山市和县善厚中学(富民大道北)
学校,善厚中心小学,"118.158182,31.884885",和县,安徽省马鞍山市和县善厚街道
学校,万元小学,"118.149952,31.86765",和县,安徽省马鞍山市和县
学校,善厚镇爱心小学附属幼儿园,"118.161631,31.884745",和县,安徽省马鞍山市和县富民大道西150米
学校,双山小学,"118.121748,31.849697",和县,安徽省马鞍山市和县
学校,三汊河学校,"118.179212,31.401542",鸠江区,芜湖市鸠江区045县道北100米
学校,汤沟三汊河小学,"118.173187,31.399799",鸠江区,安徽省芜湖市鸠江区045县道南150米
学校,曙光小学,"118.143119,31.38964",鸠江区,安徽省芜湖市鸠江区
学校,南埂小学,"118.208247,31.426645",鸠江区,安徽省芜湖市鸠江区
学校,汤沟早映小学,"118.214912,31.364172",鸠江区,安徽省芜湖市鸠江区Y148(通江大道)
学校,马渡初中,"118.226236,31.382101",鸠江区,安徽省芜湖市鸠江区142县道
学校,黄渡初中,"118.216241,31.426633",鸠江区,安徽省芜湖市鸠江区
学校,汤沟贝乐幼儿园,"118.172376,31.399672",鸠江区,芜湖市鸠江区045县道南200米
学校,童乐双语幼儿园,"118.169366,31.364334",鸠江区,安徽省芜湖市鸠江区134乡道西50米
学校,三汊河学校,"118.179212,31.401542",鸠江区,芜湖市鸠江区045县道北100米
学校,南埂小学,"118.208247,31.426645",鸠江区,安徽省芜湖市鸠江区
学校,汤沟三汊河小学,"118.173187,31.399799",鸠江区,安徽省芜湖市鸠江区045县道南150米
学校,黄渡初中,"118.216241,31.426633",鸠江区,安徽省芜湖市鸠江区
学校,沈巷中学,"118.237443,31.463532",鸠江区,沈巷镇文苑路190-13号
学校,曙光小学,"118.143119,31.38964",鸠江区,安徽省芜湖市鸠江区
学校,汤沟贝乐幼儿园,"118.172376,31.399672",鸠江区,芜湖市鸠江区045县道南200米
学校,八角初中,"118.184073,31.473752",鸠江区,安徽省芜湖市鸠江区
学校,南埂小学,"118.208247,31.426645",鸠江区,安徽省芜湖市鸠江区
学校,马渡初中,"118.226236,31.382101",鸠江区,安徽省芜湖市鸠江区142县道
学校,黄渡初中,"118.216241,31.426633",鸠江区,安徽省芜湖市鸠江区
学校,沈巷中学,"118.237443,31.463532",鸠江区,沈巷镇文苑路190-13号
学校,芜湖市沈巷中心小学,"118.23481,31.470446",鸠江区,芜湖市鸠江区
学校,八角初中,"118.184073,31.473752",鸠江区,安徽省芜湖市鸠江区
学校,芜湖市螺百中学,"118.214479,31.493401",鸠江区,安徽省芜湖市鸠江区X035
学校,三汊河学校,"118.179212,31.401542",鸠江区,芜湖市鸠江区045县道北100米
学校,八角初中,"118.184073,31.473752",鸠江区,安徽省芜湖市鸠江区
学校,芜湖市螺百中学,"118.214479,31.493401",鸠江区,安徽省芜湖市鸠江区X035
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
学校,和县功桥乡中心小学,"118.204573,31.573795",和县,功桥镇024县道西50米
学校,沈巷中学,"118.237443,31.463532",鸠江区,沈巷镇文苑路190-13号
学校,太基小学,"118.163215,31.519903",鸠江区,沈巷镇
学校,芜湖市沈巷中心小学,"118.23481,31.470446",鸠江区,芜湖市鸠江区
学校,芜湖市沈巷中心小学,"118.23481,31.470446",鸠江区,芜湖市鸠江区
学校,沈巷中学,"118.237443,31.463532",鸠江区,沈巷镇文苑路190-13号
学校,毛巷小学,"118.17401,31.573906",和县,024县道附近
学校,功桥乡新塘小学,"118.167078,31.544647",和县,安徽省马鞍山市和县035县道西50米
学校,螺百镇丰圩小学,"118.184245,31.528367",鸠江区,安徽省芜湖市鸠江区
学校,沈巷联合小学,"118.210384,31.511196",鸠江区,芜湖市鸠江区
学校,铜闸初级中学,"118.141233,31.493827",含山县,安徽省马鞍山市含山县铜闸镇5-456号
学校,功桥乡新塘小学,"118.167078,31.544647",和县,安徽省马鞍山市和县035县道西50米
学校,螺百镇丰圩小学,"118.184245,31.528367",鸠江区,安徽省芜湖市鸠江区
学校,太基小学,"118.163215,31.519903",鸠江区,沈巷镇
学校,东堡小学,"118.20627,31.601756",和县,037县道附近
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
学校,南义乡初级中学,"118.217433,31.640335",和县,023县道附近
学校,功桥乡新塘小学,"118.167078,31.544647",和县,安徽省马鞍山市和县035县道西50米
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
学校,南埂小学,"118.208247,31.426645",鸠江区,安徽省芜湖市鸠江区
学校,黄渡初中,"118.216241,31.426633",鸠江区,安徽省芜湖市鸠江区
学校,安徽省和县新桥中学,"118.200119,31.576018",和县,安徽省马鞍山市和县功桥镇新桥中学西南100米
